Year	Day	Hour	NEE	qcNEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
--	--	--	umolm-2s-1	--	Wm-2	Wm-2	Wm-2	degC	degC	%	hPa	ms-1
1998	1	0.5	-1.21	1	1.49	-11.77	0	7.4	4.19	55.27	4.6	0.72
1998	1	1	1.72	1	3.8	-13.5	0	7.5	4.2	55.95	4.6	0.52
1998	1	1.5	-9999	2	1.52	-18.3	0	7.1	4.22	57.75	4.3	0.22
1998	1	2	-9999	2	3.94	-17.47	0	6.6	4.23	60.2	3.9	0.2
1998	1	2.5	2.55	1	8.3	-21.42	0	6.6	4.22	59.94	3.9	0.33
1998	1	3	-9999	2	1.33	-20.55	0	6.5	4.21	59.25	4	0.15
1998	1	3.5	-9999	2	0.73	-8.73	0	6.3	4.2	59.86	3.9	0.15
1998	1	4	-9999	2	0.63	-15.15	0	6.1	4.18	61.08	3.7	0.14
1998	1	4.5	4.11	1	1.05	-25.04	0	5.9	4.15	63.54	3.4	0.39
1998	1	5	-9999	2	-1.53	-32.04	0	6.2	4.12	64.14	3.4	0.14
1998	1	5.5	-9999	2	-3.72	-17.97	0	6.1	4.1	66.35	3.2	0.16
1998	1	6	-9999	2	-6.02	-11.5	0	6.1	4.07	67.77	3	0.17
1998	1	6.5	-9999	2	10.49	-20.06	0	6.2	4.07	70.51	2.8	0.27
1998	1	7	-9999	2	-13.03	-20.31	0	6.9	4.09	72.83	2.7	0.27
1998	1	7.5	-9999	2	-3.65	-15.98	0	6.9	4.12	75.05	2.5	0.23
1998	1	8	-9999	2	-3.32	-18.9	0	6.7	4.16	76.59	2.3	0.23
1998	1	8.5	0.84	1	-5.71	-19.63	5.78	6.7	4.2	77.19	2.2	0.25
1998	1	9	-9999	2	-9999	-9999	40.82	6.9	4.21	76.51	2.4	0.62
1998	1	9.5	-9999	2	0.27	-17.07	87.66	7.4	4.23	74.78	2.6	0.3
1998	1	10	-2.74	1	1.43	-3.39	135.25	7.9	4.25	73.65	2.8	0.34
1998	1	10.5	-3.44	1	9.27	23.37	185.45	8.6	4.29	71.33	3.2	0.43
1998	1	11	-5.42	1	6.21	33.7	203.93	9.5	4.34	69.01	3.7	0.56
1998	1	11.5	-4.49	1	13.9	48.63	125.1	9.8	4.44	69.21	3.7	0.48
1998	1	12	-3.43	1	34.43	51.78	86.96	10	4.57	68.2	3.9	0.54
1998	1	12.5	-3.21	1	14.24	16.86	122.27	10.1	4.71	67.63	4	0.43
1998	1	13	-3.84	1	15.44	67.08	146.17	10.6	4.82	64.67	4.5	0.47
1998	1	13.5	-9.1	1	-18.85	25.08	162.69	10.7	4.92	64.23	4.6	0.69
1998	1	14	-7.09	1	31.74	69.46	214.61	10.7	5.03	63.47	4.7	0.61
1998	1	14.5	-2.01	1	24.05	58.86	174.41	10.8	5.11	63.13	4.8	0.63
1998	1	15	-1.14	1	19.03	20.5	119.22	10.5	5.17	62.82	4.7	0.43
1998	1	15.5	1.326	1	4.07	-3.83	0	10.3	5.22	63.48	4.6	0.21
1998	1	16	1.329	1	0.54	-12.33	0	9.8	5.24	65.92	4.1	0.12
1998	1	16.5	1.331	1	1.13	-3.19	0	9.4	5.25	68.13	3.8	0.15
1998	1	17	-9999	2	-0.08	-18.56	0	8.5	5.23	71.96	3.1	0.05
1998	1	17.5	-9999	2	2.44	-17.05	0	7.9	5.19	70.83	3.1	0.17
1998	1	18	-9999	2	0.62	-17.37	0	7.5	5.15	71.12	3	0.14
1998	1	18.5	-9999	2	2.05	-13.99	0	7.4	5.11	71.5	2.9	0.2
1998	1	19	-9999	2	0.59	-9.11	0	7.3	5.08	71.56	2.9	0.16
1998	1	19.5	-9999	2	5.48	-17.17	0	7.4	5.05	71.08	3	0.29
1998	1	20	-9999	2	-0.75	-27.69	0	7.3	5.03	72.11	2.9	0.22
1998	1	20.5	-9999	2	-0.85	-17.54	0	7.8	5.01	71.2	3	0.22
1998	1	21	0.41	1	3.97	-28.19	0	7.7	5	72.38	2.9	0.45
1998	1	21.5	1.55	1	34.78	-3.49	0	6.3	5	74.22	2.5	0.47
1998	1	22	4.07	1	-3.08	-2.92	0	5.6	4.98	73.33	2.4	0.53
1998	1	22.5	5.35	1	1.86	-19.12	0	5.2	4.92	74.13	2.3	0.37
1998	1	23	1.59	1	11.72	-23.83	0	5.1	4.87	73.63	2.3	0.63
1998	1	23.5	7.49	1	-4.43	-20.65	0	5.2	4.8	73.25	2.4	0.64
1998	2	0	-9999	2	13.78	-27.96	0	5.3	4.74	70.75	2.6	0.27
1998	2	0.5	-3.39	1	9.45	27.63	0	5.8	4.7	68.94	2.9	0.39
1998	2	1	-0.6	1	11.5	-15.52	0	6.3	4.68	62.91	3.6	0.56
1998	2	1.5	0.94	1	21.74	-12.91	0	6.2	4.67	62.48	3.6	0.73
1998	2	2	4.21	1	22.56	-1.3	0	6.1	4.66	59.24	3.8	0.66
1998	2	2.5	2.59	1	25.85	-2.07	0	5.9	4.64	56.41	4.1	0.65
1998	2	3	0.09	1	7.75	-20.23	0	5.8	4.62	57.04	4	0.42
1998	2	3.5	0.16	1	1.44	-7.17	0	5.8	4.6	58.7	3.8	0.4
1998	2	4	-9999	2	4.05	-8.43	0	5.4	4.59	60.33	3.6	0.64
1998	2	4.5	-9999	2	-9.83	1.65	0	5.2	4.56	63.11	3.3	0.65
1998	2	5	-9999	2	-28.93	-3.9	0	5	4.54	66.11	3	0.71
1998	2	5.5	-9999	2	4.78	-1.36	0	4.3	4.52	70.29	2.5	0.58
1998	2	6	-9999	2	-2.13	-11.74	0	3.9	4.47	72.85	2.2	0.8
1998	2	6.5	-9999	2	0.58	-6.77	0	3.5	4.4	73.85	2.1	0.75
1998	2	7	-9999	2	-6.87	6.88	0	3.3	4.33	74.35	2	0.68
1998	2	7.5	-9999	2	-5	4.5	0	4.1	4.27	73.3	2.2	0.74
1998	2	8	-9999	2	-0.03	-7.98	0	4.2	4.25	73.75	2.2	0.71
1998	2	8.5	-9999	2	-4.28	-10.96	4.31	3.4	4.23	75.24	1.9	0.74
1998	2	9	-9999	2	-2.45	29.77	9.32	2.4	4.19	78.14	1.6	1.1
1998	2	9.5	-9999	2	-9999	26.53	39.34	3.2	4.11	78.78	1.6	1.02
1998	2	10	-9999	2	-9999	33.74	41.74	4.7	4.08	73.03	2.3	1.02
1998	2	10.5	-9999	2	-9999	48.02	66.53	4.6	4.1	72.23	2.4	1.28
1998	2	11	-9999	2	-9999	60.19	123.31	4.6	4.12	71.94	2.4	1.2
1998	2	11.5	-9999	2	-9999	76.24	220.82	4.7	4.14	72.74	2.3	1.19
1998	2	12	-9999	2	-9999	145.88	271.97	5.1	4.16	72.39	2.4	1.27
1998	2	12.5	-9999	2	-9999	181.04	280.31	5	4.19	72.33	2.4	1.26
1998	2	13	-9999	2	-9999	105.34	270.37	5.3	4.21	71.91	2.5	1.09
1998	2	13.5	-9999	2	-9999	119.27	251.03	5.7	4.24	70.39	2.7	1.04
1998	2	14	-9999	2	-9999	97.57	217.07	6	4.27	70.58	2.8	0.71
1998	2	14.5	-9999	2	-9999	57.44	80	5.4	4.31	72.58	2.5	0.55
1998	2	15	-9999	2	-9999	-3.87	55.09	5.2	4.34	73.07	2.4	0.52
1998	2	15.5	-9999	2	-9999	5.37	0	5.2	4.35	74.44	2.3	0.73
1998	2	16	-9999	2	-9999	-3.69	0	5.3	4.36	75.91	2.2	0.71
1998	2	16.5	-9999	2	-9999	-6.46	0	5.1	4.37	77.61	2	0.65
1998	2	17	-9999	2	-9999	-31.83	0	5.1	4.37	77.67	2	0.56
1998	2	17.5	-9999	2	-9999	-25.03	0	5	4.36	78.3	1.9	0.84
1998	2	18	-9999	2	-9999	22.04	0	5.2	4.36	77.69	2	0.98
1998	2	18.5	-9999	2	-9999	2.5	0	5.2	4.36	77.34	2	0.64
1998	2	19	-9999	2	-9999	-34.07	0	5.2	4.36	76.53	2.1	0.51
1998	2	19.5	-9999	2	-9999	-18.43	0	5.8	4.36	71.19	2.7	0.57
1998	2	20	-9999	2	-9999	-9999	0	6.2	4.37	69.12	2.9	0.65
1998	2	20.5	-9999	2	-9999	-9999	0	6.1	4.39	71.02	2.7	0.66
1998	2	21	-9999	2	-9999	-9999	0	6.2	4.42	73.08	2.6	0.66
1998	2	21.5	-9999	2	-9999	-9999	0	7.2	4.46	68.36	3.2	0.66
1998	2	22	-9999	2	-9999	-9999	0	7.5	4.51	67.14	3.4	0.66
1998	2	22.5	-9999	2	-9999	-9999	0	8.1	4.56	63.77	3.9	0.62
1998	2	23	-9999	2	-9999	-9999	0	8.6	4.63	61.78	4.3	0.65
1998	2	23.5	-9999	2	-9999	-9999	0	8.8	4.7	60.95	4.4	0.68
1998	3	0	-9999	2	-9999	-9999	0	8.3	4.77	63.11	4.1	0.6
1998	3	0.5	-9999	2	-9999	-9999	0	7.6	4.83	65.36	3.6	0.64
1998	3	1	-9999	2	-9999	-9999	0	7.1	4.84	64.49	3.6	0.6
1998	3	1.5	-9999	2	-9999	-9999	0	6.7	4.83	63.78	3.6	0.61
1998	3	2	-9999	2	-9999	-9999	0	6.8	4.81	62.12	3.8	0.58
1998	3	2.5	-9999	2	-9999	-9999	0	6.8	4.79	62.69	3.7	0.6
1998	3	3	-9999	2	-9999	-9999	0	6.6	4.77	64.71	3.4	0.55
1998	3	3.5	-9999	2	-9999	-9999	0	6.6	4.76	64.85	3.4	0.58
1998	3	4	-9999	2	-9999	-9999	0	6.7	4.75	64.33	3.5	0.55
1998	3	4.5	-9999	2	-9999	-9999	0	6.6	4.75	65.78	3.3	0.59
1998	3	5	-9999	2	-9999	-9999	0	6.4	4.74	66.27	3.3	0.6
1998	3	5.5	-9999	2	-9999	-9999	0	6.2	4.74	66.09	3.2	0.58
1998	3	6	-9999	2	-9999	-9999	0	6	4.73	66.36	3.2	0.54
1998	3	6.5	-9999	2	-9999	-9999	0	5.9	4.71	65.82	3.2	0.55
1998	3	7	-9999	2	-9999	-9999	0	5.7	4.69	67.32	3	0.58
1998	3	7.5	-9999	2	-9999	-9999	0	5.4	4.68	68.39	2.8	0.58
1998	3	8	-9999	2	-9999	-9999	0	5.2	4.65	67.69	2.9	0.56
1998	3	8.5	-9999	2	-9999	-9999	2.89	5	4.62	69.19	2.7	0.55
1998	3	9	-9999	2	-9999	-9999	30.73	4.8	4.58	70.67	2.5	0.62
1998	3	9.5	-9999	2	-9999	-9999	53.09	5.3	4.55	68.8	2.8	0.72
1998	3	10	-9999	2	-9999	-9999	97.14	6	4.53	67.01	3.1	0.72
1998	3	10.5	-9999	2	-9999	-9999	147.06	6.3	4.55	65.92	3.3	0.78
1998	3	11	-9999	2	-9999	-9999	102.95	6.5	4.59	64.7	3.4	0.87
1998	3	11.5	-9999	2	-9999	-9999	78.28	6.5	4.62	63.05	3.6	0.88
1998	3	12	-9999	2	-9999	-9999	232.57	7	4.65	61.02	3.9	0.91
1998	3	12.5	-9999	2	-9999	-9999	263.45	7.3	4.68	58.05	4.3	0.85
1998	3	13	-9999	2	-9999	-9999	231.03	7.2	4.71	58.5	4.2	0.81
1998	3	13.5	-9999	2	-9999	-9999	174.31	7.1	4.74	59.14	4.1	0.83
1998	3	14	-9999	2	-9999	-9999	123.81	7	4.76	59.74	4	0.71
1998	3	14.5	-9999	2	-9999	-9999	95.78	6.9	4.78	60.32	4	0.72
1998	3	15	-9999	2	-9999	-9999	61.89	6.6	4.79	61.81	3.7	0.65
1998	3	15.5	-9999	2	-9999	-9999	0	6.4	4.79	61.06	3.8	0.64
1998	3	16	-9999	2	-9999	-9999	0	6.4	4.78	61.44	3.7	0.58
1998	3	16.5	-9999	2	-9999	-9999	0	5.4	4.76	73.59	2.4	0.54
1998	3	17	-9999	2	-9999	-9999	0	4.6	4.73	81.65	1.6	0.58
1998	3	17.5	-9999	2	-9999	-9999	0	4.3	4.69	85.79	1.2	0.63
1998	3	18	-9999	2	-9999	-9999	0	4.5	4.65	83.64	1.4	0.66
1998	3	18.5	-9999	2	-9999	-9999	0	4.9	4.61	81.37	1.6	0.65
1998	3	19	-9999	2	-9999	-9999	0	5.1	4.6	82.53	1.5	0.61
1998	3	19.5	-9999	2	-9999	-9999	0	4.9	4.6	88.55	1	0.62
1998	3	20	-9999	2	-9999	-9999	0	5.2	4.61	88.88	1	0.65
1998	3	20.5	-9999	2	-9999	-9999	0	5.5	4.63	87.46	1.1	0.66
1998	3	21	-9999	2	-9999	-9999	0	6.2	4.66	85.32	1.4	0.66
1998	3	21.5	-9999	2	-9999	-9999	0	7.3	4.7	85.46	1.5	0.66
1998	3	22	-9999	2	-9999	-9999	0	7.7	4.78	84.04	1.7	0.66
1998	3	22.5	-9999	2	-9999	-9999	0	7.2	4.86	85.51	1.5	0.62
1998	3	23	-9999	2	-9999	-9999	0	6.4	4.93	75.68	2.4	0.65
1998	3	23.5	-9999	2	-9999	-9999	0	6.5	4.93	73.55	2.6	0.68
1998	4	0	-9999	2	-9999	-9999	0	6.2	4.9	72.66	2.6	0.6
1998	4	0.5	-9999	2	-9999	-9999	0	5.9	4.87	68.08	3	0.64
1998	4	1	-9999	2	-9999	-9999	0	5.6	4.83	65.61	3.1	0.6
1998	4	1.5	-9999	2	-9999	-9999	0	5.4	4.77	65.19	3.1	0.61
1998	4	2	-9999	2	-9999	-9999	0	4.9	4.7	66.51	2.9	0.58
1998	4	2.5	-9999	2	-9999	-9999	0	4.8	4.64	64.78	3	0.6
1998	4	3	-9999	2	-9999	-9999	0	4.8	4.57	60.42	3.4	0.55
1998	4	3.5	-9999	2	-9999	-9999	0	4.2	4.49	61.12	3.2	0.58
1998	4	4	-9999	2	-9999	-9999	0	3.8	4.41	61.6	3.1	0.55
1998	4	4.5	-9999	2	-9999	-9999	0	3.9	4.32	60.52	3.2	0.59
1998	4	5	-9999	2	-9999	-9999	0	3.8	4.25	66.23	2.7	0.6
1998	4	5.5	-9999	2	-9999	-9999	0	3.9	4.21	61.71	3.1	0.58
1998	4	6	-9999	2	-9999	-9999	0	3.9	4.17	60	3.2	0.54
1998	4	6.5	-9999	2	-9999	-9999	0	3.8	4.13	58.91	3.3	0.55
1998	4	7	-9999	2	-9999	-9999	0	3.6	4.08	60.1	3.2	0.58
1998	4	7.5	-9999	2	-9999	-9999	0	3.5	4.04	62.02	3	0.58
1998	4	8	-9999	2	-9999	-9999	0	3.3	4	64.91	2.7	0.56
1998	4	8.5	-9999	2	-9999	-9999	5.2	3.6	3.96	64.8	2.8	0.55
1998	4	9	-9999	2	-9999	-9999	21.01	3.8	3.93	64.31	2.9	0.62
1998	4	9.5	-9999	2	-9999	-9999	38.63	4	3.92	64.86	2.9	0.72
1998	4	10	-9999	2	-9999	-9999	36.79	4.4	3.93	64.36	3	0.72
1998	4	10.5	-9999	2	-9999	-9999	23.96	3.2	3.94	78.38	1.7	0.78
1998	4	11	-9999	2	-9999	-9999	70.93	2.7	3.93	86.25	1	0.87
1998	4	11.5	-9999	2	-9999	-9999	114.58	3.8	3.92	80.16	1.6	0.88
1998	4	12	-9999	2	-9999	-9999	194.09	4.3	3.93	76.76	1.9	0.91
1998	4	12.5	-9999	2	-9999	-9999	73.18	4.7	3.96	72.51	2.4	0.85
1998	4	13	-9999	2	-9999	-9999	165.52	4.9	3.99	70.75	2.5	0.81
1998	4	13.5	-9999	2	-9999	-9999	158.04	4.9	4.02	68.45	2.7	0.83
1998	4	14	-9999	2	-9999	-9999	189.82	5.2	4.04	68.61	2.8	0.71
1998	4	14.5	-9999	2	-9999	-9999	96.55	5.2	4.05	67.84	2.9	0.72
1998	4	15	-9999	2	-9999	-9999	75.39	4.9	4.08	68.18	2.8	0.65
1998	4	15.5	-9999	2	-9999	-9999	0	4.8	4.09	67.22	2.8	0.64
1998	4	16	-9999	2	-9999	-9999	0	4.9	4.09	65.38	3	0.58
1998	4	16.5	-9999	2	-9999	-9999	0	4.8	4.09	65.14	3	0.54
1998	4	17	-9999	2	-9999	-9999	0	4.4	4.08	66.65	2.8	0.58
1998	4	17.5	-9999	2	-9999	-9999	0	4.3	4.06	65.85	2.9	0.63
1998	4	18	-9999	2	-9999	-9999	0	4.4	4.04	63.87	3	0.66
1998	4	18.5	-9999	2	-9999	-9999	0	4.5	4.02	65.08	2.9	0.65
1998	4	19	-9999	2	-9999	-9999	0	4.2	4.01	67.88	2.7	0.61
1998	4	19.5	-9999	2	-9999	-9999	0	4.2	4	67.58	2.7	0.62
1998	4	20	-9999	2	-9999	-9999	0	4.7	3.98	64.07	3.1	0.65
1998	4	20.5	-9999	2	-9999	-9999	0	5.8	3.97	55.81	4.1	0.66
1998	4	21	-9999	2	-9999	-9999	0	6.5	3.98	51.12	4.7	0.66
1998	4	21.5	-9999	2	-9999	-9999	0	6	4	57.28	4	0.66
1998	4	22	-9999	2	-9999	-9999	0	5.4	4.03	63.47	3.3	0.66
1998	4	22.5	-9999	2	-9999	-9999	0	4.9	4.04	68.42	2.7	0.62
1998	4	23	-9999	2	-9999	-9999	0	5.3	4.06	67.74	2.9	0.65
1998	4	23.5	-9999	2	-9999	-9999	0	5.5	4.08	65.8	3.1	0.68
1998	5	0	-9999	2	-9999	-9999	0	5.6	4.1	64.54	3.2	0.6
1998	5	0.5	-9999	2	-9999	-9999	0	5.8	4.11	65.31	3.2	0.64
1998	5	1	-9999	2	-9999	-9999	0	5.9	4.14	64.83	3.3	0.6
1998	5	1.5	-9999	2	-9999	-9999	0	4	4.16	80.11	1.6	0.61
1998	5	2	-9999	2	-9999	-9999	0	2.7	4.14	83.05	1.3	0.58
1998	5	2.5	-9999	2	-9999	-9999	0	3	4.07	76.85	1.8	0.6
1998	5	3	-9999	2	-9999	-9999	0	3.6	4.01	70.78	2.3	0.55
1998	5	3.5	-9999	2	-9999	-9999	0	3.9	3.96	69.59	2.5	0.58
1998	5	4	-9999	2	-9999	-9999	0	4.4	3.93	63.59	3.1	0.55
1998	5	4.5	-9999	2	-9999	-9999	0	4.8	3.91	57.23	3.7	0.59
1998	5	5	-9999	2	-9999	-9999	0	4.7	3.9	59.28	3.5	0.6
1998	5	5.5	-9999	2	-9999	-9999	0	4.4	3.88	59.36	3.4	0.58
1998	5	6	-9999	2	-9999	-9999	0	4.2	3.87	61	3.2	0.54
1998	5	6.5	-9999	2	-9999	-9999	0	4.4	3.84	60.21	3.3	0.55
1998	5	7	-9999	2	-9999	-9999	0	4.8	3.83	58.41	3.6	0.58
1998	5	7.5	-9999	2	-9999	-9999	0	4.6	3.82	59.11	3.5	0.58
1998	5	8	-9999	2	-9999	-9999	0	4.6	3.83	59.62	3.4	0.56
1998	5	8.5	-9999	2	-9999	-9999	4.46	4.3	3.83	61.27	3.2	0.55
1998	5	9	-9999	2	-9999	-9999	22.76	4.1	3.82	63.64	3	0.62
1998	5	9.5	-9999	2	-9999	83.01	25.5	4.1	3.81	62.84	3	1.49
1998	5	10	-9999	2	47.49	110.3	53.12	4.3	3.78	61.15	3.2	1.41
1998	5	10.5	3.31	1	113.57	92.15	137.89	4.7	3.77	59.88	3.4	1.44
1998	5	11	-4.02	1	11.23	171.43	210.55	4.8	3.78	61.63	3.3	1.52
1998	5	11.5	-2.96	1	-13.9	164.6	121.22	4.3	3.8	67.74	2.7	1.45
1998	5	12	-3.87	1	22.03	148.41	98.49	4.2	3.82	65.49	2.9	1.41
1998	5	12.5	-7	1	8.23	129.01	151.09	4.4	3.82	63.92	3	1.35
1998	5	13	-5.76	1	29.67	181.92	209.41	4.9	3.83	61.84	3.3	1.53
1998	5	13.5	-5.16	1	15.87	165.82	107.53	4.9	3.85	60.89	3.4	1.51
1998	5	14	-5.14	1	19.92	98.19	142.26	5	3.88	58.9	3.6	1.29
1998	5	14.5	-1.83	1	25.03	95.54	58.6	4.7	3.89	59.52	3.5	1.36
1998	5	15	-3.52	1	16.35	59.28	86	4.9	3.88	58.15	3.6	1.25
1998	5	15.5	-1.82	1	26.58	74.3	0	4.7	3.89	57.91	3.6	1.18
1998	5	16	-2.43	1	2.59	46.02	0	4.7	3.89	57.51	3.7	1.04
1998	5	16.5	1.67	1	7.66	13.73	0	4.7	3.89	58.43	3.6	0.86
1998	5	17	1.37	1	8.5	-14.5	0	4.8	3.89	58.27	3.6	0.92
1998	5	17.5	2.37	1	9.27	3	0	4.9	3.89	58.2	3.6	0.99
1998	5	18	0.01	1	7.45	32.6	0	5.2	3.89	57.01	3.8	1.11
1998	5	18.5	1.24	1	8.66	49.99	0	5.3	3.9	56.69	3.9	0.96
1998	5	19	2.24	1	18.4	19.31	0	5.2	3.91	57.07	3.8	1.05
1998	5	19.5	1.98	1	16.2	36.03	0	5.3	3.9	56.66	3.9	1.21
1998	5	20	3.61	1	16.74	32.77	0	5.4	3.9	55.36	4	1.23
1998	5	20.5	-0.12	1	15.59	30.36	0	5.8	3.9	53.98	4.2	1.08
1998	5	21	2.56	1	25.9	31.77	0	6	3.92	52.6	4.5	1.14
1998	5	21.5	0.83	1	33.01	51.04	0	6.5	3.94	49.08	5	1.19
1998	5	22	4.06	1	21.89	47.04	0	6.4	3.97	49.66	4.9	1.18
1998	5	22.5	0.59	1	16.29	44.84	0	6.6	4	49.19	5	1.08
1998	5	23	1.32	1	-15.58	46.46	0	6.8	4.03	52.08	4.7	1.22
1998	5	23.5	0.35	1	4.33	59.02	0	6.4	4.06	58.44	4	1.26
1998	6	0	5.91	1	-0.13	50.47	0	6.1	4.1	59.28	3.8	1.44
1998	6	0.5	3.57	1	9.17	99.61	0	6	4.13	60.55	3.7	1.53
1998	6	1	3	1	-2.73	81.8	0	5.7	4.14	64.09	3.3	1.42
1998	6	1.5	-0.35	1	3.61	57.95	0	5.5	4.15	65.58	3.1	1.18
1998	6	2	-0.43	1	10.96	60.24	0	5.5	4.17	65.36	3.1	1.22
1998	6	2.5	-1.86	1	-5.73	32.62	0	5.2	4.18	67.44	2.9	1.08
1998	6	3	2.82	1	3.35	41.75	0	4.6	4.18	68.96	2.6	1.01
1998	6	3.5	4.69	1	32.88	15.26	0	4.4	4.16	68.17	2.7	1.06
1998	6	4	0.12	1	5.9	7.03	0	4.6	4.13	64.51	3	0.98
1998	6	4.5	0.74	1	-1.78	1.38	0	4.4	4.12	66.51	2.8	0.87
1998	6	5	3.01	1	5.16	5.93	0	4.2	4.11	67.19	2.7	1.01
1998	6	5.5	0.39	1	-16.78	20.34	0	4.2	4.09	68.9	2.6	0.91
1998	6	6	-0.27	1	17.23	25.91	0	4.4	4.07	68.79	2.6	1.14
1998	6	6.5	1.21	1	-3.52	55.77	0	4.4	4.06	69.84	2.5	1.08
1998	6	7	1.45	1	55.43	49.51	0	3.2	4.06	82.52	1.4	1.26
1998	6	7.5	1.48	1	46.86	-20.11	0	2.7	4.03	85.27	1.1	1.29
1998	6	8	2.14	1	10.13	-33.79	0	2	3.99	91.1	0.6	1.11
1998	6	8.5	1.78	1	12.34	-25.09	1.14	1.8	3.93	91.67	0.6	1.44
1998	6	9	-0.99	1	6.61	72.89	3.51	1.5	3.87	92.76	0.5	1.37
1998	6	9.5	-2.56	1	22.41	-28.05	19.19	1.6	3.79	92.9	0.5	1.57
1998	6	10	2	1	6.77	-26.88	18.12	1.4	3.73	92.91	0.5	1.37
1998	6	10.5	0.6	1	35.88	69.51	43.4	1.4	3.68	94.15	0.4	1.46
1998	6	11	2.52	1	74.5	5.79	28.08	1	3.63	93.52	0.4	1.31
1998	6	11.5	-1.26	1	-12.59	-192.95	28.08	0.4	3.57	93.22	0.4	1.33
1998	6	12	-0.36	1	12.73	-9.99	34.05	1.1	3.48	90.68	0.6	1.39
1998	6	12.5	1.89	1	30.89	-9999	38.42	1.8	3.42	88.92	0.8	1.37
1998	6	13	1.42	1	154.44	-42.8	49.61	2.1	3.39	85.2	1.1	1.44
1998	6	13.5	-4.08	1	248.56	-50.84	53.06	2.4	3.38	80.21	1.4	1.44
1998	6	14	-1.02	1	148.76	-44.12	35.74	2.8	3.37	75.99	1.8	1.32
1998	6	14.5	-2.87	1	137.02	-51.57	61.3	3.2	3.36	74.87	1.9	1.38
1998	6	15	3.5	1	146.52	-18.27	29.44	3.3	3.36	75.34	1.9	1.45
1998	6	15.5	-0.07	1	73.04	28.98	0	3.2	3.38	76.16	1.8	1.34
1998	6	16	3.87	1	103.63	18.2	0	3.3	3.39	74.27	2	1.35
1998	6	16.5	0.99	1	52.88	24.06	0	3.4	3.39	72.68	2.1	1.32
1998	6	17	0.97	1	45.66	34.82	0	3.3	3.39	73.06	2.1	1.41
1998	6	17.5	3.45	1	59.32	51.12	0	3.3	3.39	71.69	2.2	1.44
1998	6	18	-0.93	1	37.67	52.92	0	3.3	3.38	70.67	2.3	1.37
1998	6	18.5	3.16	1	11.07	56.42	0	3.1	3.38	73.35	2	1.35
1998	6	19	1.49	1	23.14	77.83	0	3.1	3.37	73.57	2	1.22
1998	6	19.5	-0.72	1	27.38	22.74	0	3.2	3.37	72.33	2.1	1.09
1998	6	20	0.33	1	14.51	15.98	0	3.1	3.37	71.13	2.2	1.11
1998	6	20.5	1.06	1	29.66	26.97	0	3.1	3.36	70.01	2.3	1.21
1998	6	21	-7.02	1	49.01	11.48	0	3.2	3.36	68.67	2.4	0.94
1998	6	21.5	3.96	1	54.08	3.78	0	3.2	3.36	68.02	2.5	0.8
1998	6	22	4.25	1	21.36	-1.33	0	3	3.36	67.88	2.5	0.87
1998	6	22.5	4.57	1	0.91	-4.01	0	2.6	3.35	70.66	2.2	0.56
1998	6	23	1.95	1	1.92	0.42	0	2	3.33	75.16	1.8	0.49
1998	6	23.5	0.26	1	3	-32.11	0	2	3.3	75.99	1.7	0.65
1998	7	0	0.6	1	12.9	-38.73	0	2.2	3.26	74.5	1.8	0.69
1998	7	0.5	-0.08	1	13.9	-28.69	0	2.1	3.24	74	1.9	0.52
1998	7	1	2.36	1	10.94	-21.12	0	2.1	3.21	72.74	2	0.54
1998	7	1.5	1.25	1	4.39	-21.73	0	2.1	3.19	72.9	1.9	0.45
1998	7	2	-0.01	1	3.1	-16.42	0	1.9	3.18	74.27	1.8	0.42
1998	7	2.5	0.95	1	0.67	-21.39	0	1.8	3.15	75.76	1.7	0.5
1998	7	3	0.74	1	1.74	-30.28	0	2	3.12	74.03	1.8	0.58
1998	7	3.5	0.02	1	4.11	-19.06	0	2.2	3.1	71.52	2	0.49
1998	7	4	0.03	1	5.72	-13.55	0	2.5	3.08	71.13	2.1	0.4
1998	7	4.5	-0.16	1	12.56	-11.54	0	2.8	3.08	68.54	2.4	0.45
1998	7	5	1.53	1	1.27	-22.86	0	3.3	3.08	67.85	2.5	0.57
1998	7	5.5	-0.23	1	-8.97	-16.53	0	3.5	3.1	72.11	2.2	0.5
1998	7	6	0.18	1	-6.69	-10.18	0	3.5	3.14	75.94	1.9	0.36
1998	7	6.5	0.85	1	-2.69	-12.71	0	3.7	3.17	76.64	1.9	0.37
1998	7	7	0.11	1	4.49	-29.85	0	4.1	3.21	79.72	1.7	0.63
1998	7	7.5	0.13	1	2.67	-29.58	0	4.4	3.26	84.69	1.3	0.67
1998	7	8	3.08	1	77.39	-38.94	0	4.6	3.32	88.32	1	0.56
1998	7	8.5	-1	1	8.89	-50.99	1.51	4.8	3.39	90.12	0.9	0.77
1998	7	9	0.65	1	9.71	-29.15	11.13	5.1	3.47	91.54	0.7	0.7
1998	7	9.5	-0.4	1	38.16	-29.75	31.28	5.7	3.56	90.79	0.8	0.65
1998	7	10	4.25	1	23.42	-42.33	54.11	6.3	3.65	90.99	0.9	0.63
1998	7	10.5	-3.21	1	66.96	20.58	108.46	7.4	3.77	88.72	1.2	0.99
1998	7	11	-0.79	1	74.43	-12.61	73.05	7.8	3.91	87.26	1.4	0.93
1998	7	11.5	-3.93	1	74.26	2.92	61.06	8.2	4.06	85.49	1.6	0.89
