Year	Day	Hour	NEE	qcNEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
--	--	--	umolm-2s-1	--	Wm-2	Wm-2	Wm-2	degC	degC	%	hPa	ms-1
1998	348	23	1.97	1	3.06	-21.88	0	7	3.11	93.33	0.7	0.97
1998	348	23.5	-9999	2	22.51	-28.35	0	7.1	3.19	92.43	0.8	0.98
1998	349	0	-9999	2	18.72	-31.42	0	7.2	3.27	92.18	0.8	0.89
1998	349	0.5	-9999	2	12.1	-43.04	0	7.1	3.34	93.82	0.6	0.87
1998	349	1	-9999	2	-6.88	-22.91	0	7.2	3.41	93.57	0.7	0.8
1998	349	1.5	-9999	2	5.86	-14.27	0	7.1	3.47	93.81	0.6	0.76
1998	349	2	-9999	2	-3.01	-17.33	0	7.1	3.53	93.66	0.6	0.75
1998	349	2.5	-9999	2	29.98	-33.73	0	7.2	3.58	93.33	0.7	0.78
1998	349	3	-9999	2	-10.34	-18.2	0	7	3.63	93.92	0.6	0.54
1998	349	3.5	-9999	2	12.23	-33.54	0	7.1	3.68	93.21	0.7	0.68
1998	349	4	-9999	2	-5.01	-4.5	0	7.2	3.72	92.37	0.8	0.76
1998	349	4.5	-9999	2	13.2	-23.64	0	7.3	3.76	91.6	0.9	0.69
1998	349	5	-9999	2	17.85	-24.77	0	7.4	3.81	91.51	0.9	0.69
1998	349	5.5	-9999	2	15.19	-23.46	0	7.4	3.85	91.31	0.9	0.7
1998	349	6	-9999	2	16	-21.31	0	7.5	3.89	90.69	1	0.7
1998	349	6.5	-9999	2	7.17	-31.02	0	7.4	3.93	90.35	1	0.71
1998	349	7	-9999	2	12.11	-10.8	0	7.4	3.97	90.6	1	0.63
1998	349	7.5	-9999	2	12.67	-33.53	0	7.4	4	90.54	1	0.72
1998	349	8	-9999	2	14.73	-18.06	0.09	7.5	4.04	90.45	1	0.73
1998	349	8.5	-9999	2	15.72	-35.13	2.12	7.7	4.07	90.29	1	0.76
1998	349	9	-9999	2	24.55	-20.2	14.86	7.8	4.11	90.01	1.1	0.84
1998	349	9.5	-9999	2	-8.17	-12.4	22.98	7.8	4.15	90.07	1.1	0.58
1998	349	10	-9999	2	20.5	-21.71	35.43	7.8	4.2	89.94	1.1	0.79
1998	349	10.5	-9999	2	19.44	-13.68	52.11	8	4.24	88.95	1.2	0.73
1998	349	11	-9999	2	25.74	-3.13	78.1	8.2	4.28	88.3	1.3	0.81
1998	349	11.5	-9999	2	27.61	5.76	87.29	8.4	4.33	87.32	1.4	0.82
1998	349	12	-9999	2	30.49	25.2	150.29	8.5	4.39	87.46	1.4	0.78
1998	349	12.5	-9999	2	28.68	38.91	225.13	9.1	4.44	84.54	1.8	0.64
1998	349	13	-9999	2	18.29	17.61	114.33	9.3	4.5	84.02	1.9	0.51
1998	349	13.5	-9999	2	6.36	27.93	143.58	9.4	4.57	83.59	1.9	0.62
1998	349	14	-9999	2	28.33	15.5	107.04	9.5	4.64	82.76	2.1	0.58
1998	349	14.5	-9999	2	10.03	-0.17	104.58	9.5	4.69	82.04	2.1	0.46
1998	349	15	-9999	2	30.31	4.68	102.09	9.7	4.74	80.35	2.4	0.49
1998	349	15.5	-9999	2	24.18	-16.47	0	9.3	4.77	79.08	2.5	0.44
1998	349	16	-9999	2	10.61	-22	0	9	4.79	79.45	2.4	0.43
1998	349	16.5	-9999	2	9.11	-25.93	0	8.6	4.8	80.35	2.2	0.43
1998	349	17	-9999	2	-1.91	-28.87	0	8.3	4.8	79.63	2.2	0.46
1998	349	17.5	-9999	2	7.7	-20.13	0	8.2	4.79	78.65	2.3	0.48
1998	349	18	-9999	2	16.38	3.34	0	7.8	4.78	80.03	2.1	0.39
1998	349	18.5	-9999	2	5.91	-9.77	0	7.5	4.78	80.06	2.1	0.49
1998	349	19	-9999	2	3.91	-11.25	0	7.3	4.77	81.03	2	0.58
1998	349	19.5	-9999	2	0.08	-17.58	0	6.8	4.75	83.68	1.6	0.36
1998	349	20	-9999	2	-1.11	-31.73	0	7	4.72	83.29	1.7	0.47
1998	349	20.5	-9999	2	0.3	-23.59	0	7	4.69	83.18	1.7	0.36
1998	349	21	-9999	2	-1.12	-22.76	0	6.8	4.67	84.17	1.6	0.32
1998	349	21.5	-9999	2	-0.46	-18.31	0	6.8	4.64	84.15	1.6	0.24
1998	349	22	-9999	2	0.4	-22.44	0	7	4.61	83.55	1.7	0.38
1998	349	22.5	-9999	2	3	-25.97	0	6.9	4.59	84.01	1.6	0.45
1998	349	23	-9999	2	5.53	-18.82	0	6.7	4.59	83.26	1.7	0.63
1998	349	23.5	-9999	2	1.48	-20.03	0	6.7	4.59	83.09	1.7	0.41
1998	350	0	-9999	2	-3.38	-24.4	0	6.4	4.58	83.32	1.6	0.24
1998	350	0.5	-9999	2	-21.83	-38.27	0	6.9	4.55	81.47	1.9	0.39
1998	350	1	-9999	2	-0.89	-35.82	0	7.4	4.53	79.5	2.1	0.5
1998	350	1.5	-9999	2	2.55	-27.38	0	7.7	4.52	78.28	2.3	0.57
1998	350	2	-9999	2	-1.03	-29.51	0	7.4	4.52	79.35	2.1	0.52
1998	350	2.5	-9999	2	3.45	-20.72	0	7.1	4.53	80.62	2	0.62
1998	350	3	-9999	2	20.14	-22.89	0	7	4.53	79.85	2	0.96
1998	350	3.5	-9999	2	-0.18	-14.64	0	6.6	4.53	81.41	1.8	0.86
1998	350	4	-9999	2	-17.66	-11.79	0	6.7	4.53	82.51	1.7	0.9
1998	350	4.5	-9999	2	10.71	-10.97	0	7.1	4.54	82.08	1.8	0.86
1998	350	5	-9999	2	56.03	-21.07	0	7.1	4.55	86.45	1.4	0.94
1998	350	5.5	-9999	2	6.89	-12.15	0	6.8	4.57	91.17	0.9	1.07
1998	350	6	-9999	2	40.95	-8.49	0	6.2	4.6	90.91	0.9	1.27
1998	350	6.5	-9999	2	7.62	-1.64	0	5.8	4.62	91.47	0.8	1.22
1998	350	7	-9999	2	-11.49	-45.8	0	5	4.62	94.26	0.5	1.26
1998	350	7.5	-9999	2	-9999	98.89	0.25	3.6	4.6	95.5	0.4	1.61
1998	350	8	-9999	2	-9999	-9999	0.25	3	4.54	94.91	0.4	0.66
1998	350	8.5	-9999	2	-9999	-9999	2.15	2.7	4.46	94.55	0.4	0.64
1998	350	9	-9999	2	-9999	-9999	7.47	2.9	4.37	94.47	0.4	0.61
1998	350	9.5	-9999	2	1.31	-3.54	10.3	3	4.28	94.59	0.4	0.83
1998	350	10	-9999	2	-3.87	-10.97	27.68	3.1	4.22	94.27	0.4	0.86
1998	350	10.5	-9999	2	12.19	-11.28	39.16	3.3	4.17	93.42	0.5	0.91
1998	350	11	-9999	2	9.91	5.18	112.03	3.4	4.14	92.74	0.6	0.92
1998	350	11.5	-9999	2	58.26	-1.03	89.54	3.4	4.11	92.73	0.6	0.98
1998	350	12	-9999	2	63.39	-13.62	49.52	3.5	4.09	92.1	0.6	1.01
1998	350	12.5	-9999	2	-9999	-9999	32.51	3.5	4.07	92.03	0.6	0.68
1998	350	13	-9999	2	26.7	-15.5	36.08	3.5	4.06	91.4	0.7	0.88
1998	350	13.5	-9999	2	-9999	-9999	45.74	3.6	4.03	89.45	0.8	0.67
1998	350	14	-9999	2	-9999	-9999	101.35	3.7	4.02	88.35	0.9	0.68
1998	350	14.5	-9999	2	-9999	-9999	107.17	4.3	4	83.28	1.4	0.58
1998	350	15	-9999	2	-9999	-9999	36.6	4.4	3.99	83.35	1.4	0.68
1998	350	15.5	-9999	2	-9999	-9999	0	4.5	3.99	81.11	1.6	0.61
1998	350	16	-9999	2	-9999	-9999	0	4.4	3.98	80.79	1.6	0.6
1998	350	16.5	-9999	2	-9999	-9999	0	4.3	3.97	79.98	1.7	0.59
1998	350	17	-9999	2	-9999	-9999	0	4.4	3.95	79.72	1.7	0.58
1998	350	17.5	-9999	2	-9999	-9999	0	4.2	3.93	80.65	1.6	0.62
1998	350	18	-9999	2	-9999	-9999	0	4.2	3.92	80.72	1.6	0.62
1998	350	18.5	-9999	2	-9999	-9999	0	4.2	3.9	80.22	1.6	0.68
1998	350	19	-9999	2	-9999	-9999	0	4.2	3.89	80.48	1.6	0.69
1998	350	19.5	-9999	2	-9999	-9999	0	4.1	3.87	81.01	1.6	0.67
1998	350	20	-9999	2	-9999	-9999	0	4.2	3.86	81.35	1.5	0.62
1998	350	20.5	-9999	2	13.62	5.04	0	4.1	3.85	82.09	1.5	0.81
1998	350	21	-9999	2	11.11	-0.55	0	4	3.84	83.04	1.4	0.69
1998	350	21.5	-9999	2	7.24	-27.78	0	3.9	3.83	83.46	1.3	0.63
1998	350	22	-9999	2	1.48	-7.66	0	3.8	3.82	84.63	1.2	0.57
1998	350	22.5	-9999	2	5.62	3.23	0	3.8	3.81	84.96	1.2	0.73
1998	350	23	-9999	2	22.49	-10.1	0	3.8	3.8	84.68	1.2	0.57
1998	350	23.5	-9999	2	5.34	-25.4	0	3.7	3.79	85.23	1.2	0.6
1998	351	0	-9999	2	1.19	-26.14	0	3.5	3.77	85.34	1.2	0.6
1998	351	0.5	-9999	2	-0.74	-29.64	0	3.4	3.75	85.71	1.1	0.58
1998	351	1	-9999	2	1.65	-37.99	0	3.3	3.72	85.69	1.1	0.5
1998	351	1.5	-9999	2	-9999	-9999	0	3.3	3.69	84.85	1.2	0.77
1998	351	2	-9999	2	3.98	-23.98	0	3.5	3.66	83.22	1.3	0.58
1998	351	2.5	-9999	2	5.54	-36.55	0	3.2	3.64	83.39	1.3	0.48
1998	351	3	-9999	2	-9999	-9999	0	3	3.61	83.3	1.3	0.73
1998	351	3.5	-9999	2	-9999	-9999	0	2.9	3.57	82.04	1.4	0.69
1998	351	4	-9999	2	-9999	-9999	0	2.9	3.53	80.9	1.4	0.71
1998	351	4.5	-9999	2	-9999	-9999	0	3.1	3.49	78.09	1.7	0.71
1998	351	5	-9999	2	-9999	-9999	0	3.2	3.46	76.01	1.8	0.67
1998	351	5.5	-9999	2	-9999	-9999	0	3.4	3.43	73.2	2.1	0.67
1998	351	6	-9999	2	-9999	-9999	0	3.5	3.41	71.28	2.3	0.64
1998	351	6.5	-9999	2	-9999	-9999	0	3.7	3.39	69.33	2.5	0.71
1998	351	7	-9999	2	-9999	-9999	0	3.7	3.37	67.29	2.6	0.66
1998	351	7.5	-9999	2	-9999	-9999	0	3.7	3.35	65.81	2.7	0.69
1998	351	8	-9999	2	-9999	-9999	0.28	3.7	3.32	64.12	2.9	0.71
1998	351	8.5	-9999	2	-9999	-9999	9.35	3.7	3.3	63.4	2.9	0.65
1998	351	9	-9999	2	-9999	-9999	57.15	4.1	3.26	59.92	3.3	0.72
1998	351	9.5	-9999	2	-9999	-9999	123.22	4.8	3.24	55.36	3.9	0.68
1998	351	10	-9999	2	-9999	-9999	159.27	5.5	3.24	52.33	4.3	0.71
1998	351	10.5	-9999	2	-9999	-9999	217.1	6.2	3.25	50.03	4.7	0.72
1998	351	11	-9999	2	-9999	-9999	222.27	6.8	3.28	47.77	5.2	0.76
1998	351	11.5	-9999	2	-9999	-9999	176.25	7.2	3.33	44.89	5.6	0.75
1998	351	12	-9999	2	-9999	-9999	269.27	7.8	3.38	41.18	6.3	0.75
1998	351	12.5	-9999	2	-9999	-9999	288.55	8.4	3.43	38.56	6.8	0.76
1998	351	13	-9999	2	-9999	-9999	268.07	8.7	3.49	37.87	7	0.76
1998	351	13.5	-9999	2	-9999	-9999	265.36	9.1	3.55	36.69	7.3	0.76
1998	351	14	-9999	2	-9999	-9999	201.2	9.4	3.62	36.32	7.5	0.73
1998	351	14.5	-9999	2	-9999	-9999	147.64	9.3	3.67	36.07	7.5	0.72
1998	351	15	-9999	2	-9999	-9999	107.66	9.2	3.72	35.41	7.6	0.68
1998	351	15.5	-9999	2	-9999	-9999	0	9	3.76	35.13	7.5	0.64
1998	351	16	-9999	2	-9999	-9999	0	8.9	3.79	32.54	7.7	0.64
1998	351	16.5	-9999	2	-9999	-9999	0	8.7	3.81	30.27	7.9	0.61
1998	351	17	-9999	2	-9999	-9999	0	8.5	3.81	29.86	7.8	0.61
1998	351	17.5	-9999	2	-9999	-9999	0	8.3	3.81	29.55	7.8	0.6
1998	351	18	-9999	2	-9999	-9999	0	8.4	3.8	28.41	7.9	0.62
1998	351	18.5	-9999	2	-9999	-9999	0	8.3	3.79	28.52	7.8	0.63
1998	351	19	-9999	2	-9999	-9999	0	8.4	3.79	29.2	7.9	0.62
1998	351	19.5	-9999	2	-9999	-9999	0	8.3	3.78	31.67	7.5	0.61
1998	351	20	-9999	2	-9999	-9999	0	8.5	3.78	32.09	7.6	0.64
1998	351	20.5	-9999	2	-9999	-9999	0	8.7	3.79	32.74	7.6	0.59
1998	351	21	-9999	2	-9999	-9999	0	8.5	3.8	34.83	7.2	0.57
1998	351	21.5	-9999	2	-9999	-9999	0	8.1	3.82	38.25	6.7	0.58
1998	351	22	-9999	2	-9999	-9999	0	7.8	3.82	41.06	6.3	0.56
1998	351	22.5	-9999	2	-9999	-9999	0	8	3.82	42.12	6.2	0.54
1998	351	23	-9999	2	-9999	-9999	0	8.4	3.82	42.82	6.3	0.54
1998	351	23.5	-9999	2	-9999	-9999	0	8.9	3.83	40.92	6.8	0.63
1998	352	0	-9999	2	-9999	-9999	0	8.8	3.86	40.71	6.7	0.7
1998	352	0.5	-9999	2	-9999	-9999	0	8.9	3.88	39.58	6.9	0.67
1998	352	1	-9999	2	-9999	-9999	0	9.2	3.89	37.09	7.4	0.71
1998	352	1.5	-9999	2	-9999	-9999	0	9.5	3.89	35.29	7.7	0.77
1998	352	2	-9999	2	-9999	-9999	0	9.9	3.89	33.59	8.1	0.71
1998	352	2.5	-9999	2	-9999	-9999	0	10.4	3.9	31	8.7	0.71
1998	352	3	-9999	2	-9999	-9999	0	10	3.9	32.33	8.4	0.73
1998	352	3.5	-9999	2	-9999	-9999	0	10.3	3.91	31.72	8.6	0.69
1998	352	4	-9999	2	-9999	-9999	0	10.2	3.92	32.28	8.4	0.71
1998	352	4.5	-9999	2	-9999	-9999	0	9.7	3.94	33.73	8	0.71
1998	352	5	-9999	2	-9999	-9999	0	9.6	3.95	33.54	8	0.67
1998	352	5.5	-9999	2	-9999	-9999	0	9.8	3.96	32.53	8.2	0.67
1998	352	6	-9999	2	-9999	-9999	0	9.9	3.97	33.04	8.2	0.64
1998	352	6.5	-9999	2	-9999	-9999	0	9.7	4	34.57	7.9	0.71
1998	352	7	-9999	2	-9999	-9999	0	9.2	4.03	35.84	7.5	0.66
1998	352	7.5	-9999	2	-9999	-9999	0	8.9	4.05	35.86	7.4	0.69
1998	352	8	-9999	2	-9999	-9999	0	8.2	4.06	38.79	6.7	0.71
1998	352	8.5	-9999	2	-9999	-9999	8.34	8.1	4.07	38.91	6.6	0.65
1998	352	9	-9999	2	-9999	-9999	52.69	9.3	4.07	35.81	7.6	0.72
1998	352	9.5	-9999	2	-9999	-9999	128.2	10	4.08	35.08	8	0.68
1998	352	10	-9999	2	-9999	-9999	212.92	10.9	4.12	33.33	8.7	0.71
1998	352	10.5	-9999	2	-9999	-9999	248.78	11.5	4.19	32.17	9.3	0.72
1998	352	11	-9999	2	-12.74	78.17	220.91	11.1	4.27	34.78	8.6	0.81
1998	352	11.5	-2.7	1	24.9	18.77	212.92	10.2	4.35	39.24	7.6	0.85
1998	352	12	-3.42	1	45.9	110	277.33	10.6	4.41	39.14	7.8	0.95
1998	352	12.5	-2.75	1	40.33	96.57	279.32	10.7	4.47	40.49	7.7	1.1
1998	352	13	-1.68	1	40.07	135.24	269.33	10.4	4.52	45.11	7	1.08
1998	352	13.5	-2.09	1	33.38	77.51	243.64	10.3	4.58	45.09	6.9	0.85
1998	352	14	1.37	1	49	73.49	207.01	9.9	4.63	47	6.5	0.91
1998	352	14.5	-1.78	1	2.26	60.41	159.79	9.2	4.67	51.1	5.7	0.92
1998	352	15	-0.43	1	18.22	75.28	108.83	8.5	4.69	55.26	5	1
1998	352	15.5	-0.85	1	12.89	12.38	0	8.1	4.69	55.96	4.8	0.87
1998	352	16	0.63	1	11.95	6.69	0	7.5	4.69	56.66	4.5	0.79
1998	352	16.5	2.89	1	8.39	-30.04	0	7	4.67	57.64	4.3	0.83
1998	352	17	2.11	1	7.38	-23.47	0	6.6	4.63	58.49	4.1	0.73
1998	352	17.5	5.55	1	1.8	-34.66	0	6	4.59	60.27	3.7	0.75
1998	352	18	2.28	1	5.37	5.11	0	5.3	4.55	63.01	3.3	0.83
1998	352	18.5	1.62	1	1.6	-23.29	0	4.7	4.5	65.55	2.9	0.83
1998	352	19	3.5	1	-0.75	-17.4	0	4.1	4.43	68.45	2.6	0.63
1998	352	19.5	1.11	1	0.65	-17.77	0	3.8	4.37	69.96	2.4	0.58
1998	352	20	1.85	1	0.8	-6.61	0	3.5	4.3	71.06	2.3	0.57
1998	352	20.5	1.18	1	1.64	-10.08	0	3.3	4.24	71.73	2.2	0.37
1998	352	21	-9999	2	0.14	-16.19	0	2.9	4.18	72.34	2.1	0.29
1998	352	21.5	-9999	2	-0.78	-18.18	0	2.5	4.13	74.04	1.9	0.28
1998	352	22	5.29	1	0.94	-26.02	0	1.8	4.06	78.06	1.5	0.44
1998	352	22.5	2.59	1	-2.04	-16.71	0	1.4	3.99	80.56	1.3	0.39
1998	352	23	0.42	1	-1.37	-27.42	0	1.5	3.91	79.65	1.4	0.33
1998	352	23.5	0.99	1	-2.44	-17.71	0	1.6	3.83	79.51	1.4	0.43
1998	353	0	3.27	1	-2.53	-19.11	0	1.6	3.78	79.18	1.4	0.34
1998	353	0.5	-9999	2	-2.15	-16.1	0	2.1	3.74	78.18	1.6	0.15
1998	353	1	-9999	2	4.3	-13.13	0	2.8	3.7	77.18	1.7	0.23
1998	353	1.5	0.31	1	6.24	-22.83	0	3.2	3.68	75.79	1.9	0.41
1998	353	2	5.05	1	4.9	-19.15	0	3.4	3.67	75.93	1.9	0.44
1998	353	2.5	0.42	1	8.45	-13.37	0	3.7	3.67	77.28	1.8	0.57
1998	353	3	-0.53	1	1.74	-23.79	0	3.9	3.68	78.37	1.8	0.53
1998	353	3.5	-1.37	1	6.87	-21.77	0	4	3.69	78.65	1.7	0.46
1998	353	4	0.01	1	-4.15	-44.18	0	4.6	3.7	76.95	2	0.64
1998	353	4.5	0.03	1	-0.23	-26.02	0	4.8	3.71	76.8	2	0.53
1998	353	5	0.01	1	-1.2	-28.22	0	5.6	3.73	75.27	2.3	0.7
1998	353	5.5	0.92	1	-12.74	-28.63	0	6.1	3.76	74.7	2.4	0.83
1998	353	6	0.44	1	-7.65	-15.33	0	6.3	3.8	74.86	2.4	0.72
1998	353	6.5	-2.84	1	41.25	-21.78	0	6	3.85	82.15	1.7	0.77
1998	353	7	-9999	2	-9999	-5.79	0	5.8	3.91	86.16	1.3	0.76
1998	353	7.5	0.57	1	35.48	-25.65	0	5.8	3.96	84.5	1.4	0.62
1998	353	8	2.68	1	4.14	-11.08	0	5.7	4	82.65	1.6	0.63
1998	353	8.5	2.21	1	9.92	5.22	1.81	5.7	4.04	80.56	1.8	0.75
1998	353	9	1.41	1	7.36	-18.37	13.07	5.4	4.06	80.5	1.8	0.77
1998	353	9.5	-0.56	1	8.54	-23.58	35.8	5.4	4.08	79.07	1.9	0.8
1998	353	10	-0.86	1	34.08	-0.13	69.7	5.5	4.09	76.91	2.1	0.96
1998	353	10.5	-1.14	1	28.79	70.61	164.75	6.4	4.09	72.41	2.7	1
1998	353	11	-2.99	1	61.51	51.42	73.88	6.5	4.12	71.66	2.7	1.26
1998	353	11.5	-3.15	1	33.99	32.69	92.28	6.2	4.16	70.19	2.8	0.91
1998	353	12	-2.49	1	-35.76	44.64	101.75	5.4	4.19	79.16	1.9	1.02
1998	353	12.5	-9999	2	-9999	-9999	238.14	5.8	4.2	76.84	2.1	0.76
1998	353	13	-9999	2	25.87	110.91	218.61	6.2	4.22	69	2.9	0.99
1998	353	13.5	-3.58	1	46.12	87.47	143.77	6.1	4.23	66.34	3.2	1.14
1998	353	14	-5.46	1	21.91	83.2	96.77	6.1	4.23	64.27	3.4	1.06
1998	353	14.5	-3.87	1	-31.11	55.93	46.66	5.9	4.24	66.31	3.1	1.13
1998	353	15	-1.97	1	30.76	16.36	47.52	5.4	4.24	71.76	2.5	1
1998	353	15.5	-0.27	1	8.45	48.75	0	5	4.23	73.52	2.3	1.22
1998	353	16	-1.13	1	8.09	28.92	0	4.7	4.22	74.05	2.2	1.09
1998	353	16.5	2.09	1	13.38	20.51	0	4.5	4.2	74.5	2.2	0.96
1998	353	17	1.38	1	33.74	36.93	0	4.4	4.17	73.81	2.2	1.28
1998	353	17.5	0.69	1	8.15	66.28	0	4.5	4.14	70.94	2.5	1.26
1998	353	18	-1	1	-21.65	100.36	0	4.3	4.11	69.2	2.6	1.43
1998	353	18.5	-1	1	-31.85	61.93	0	4	4.07	65.31	2.8	1.35
1998	353	19	2.14	1	19.84	25.24	0	3.7	4.02	65.59	2.7	1.15
1998	353	19.5	1.51	1	0.64	30.46	0	3.6	3.96	64.46	2.8	1.24
1998	353	20	-2.75	1	28.43	40.96	0	3.5	3.91	65.27	2.7	1.28
1998	353	20.5	-9999	2	30.78	56.93	0	3.7	3.86	64.12	2.9	1.39
1998	353	21	-0.12	1	11.11	46.87	0	3.7	3.83	64.97	2.8	1.27
1998	353	21.5	1.3	1	6.11	62.53	0	3.6	3.8	68.03	2.5	1.2
1998	353	22	1.6	1	9.05	38.02	0	3.5	3.78	68.99	2.4	1.27
1998	353	22.5	1.61	1	6.65	37.38	0	3.3	3.75	69.31	2.4	1.13
1998	353	23	-9999	2	17.5	43.2	0	3.3	3.72	69.61	2.4	1.27
1998	353	23.5	1.88	1	23.75	45.87	0	3.2	3.7	70.84	2.3	1.31
1998	354	0	0.55	1	12.63	31.99	0	3.3	3.68	70.88	2.3	1.12
1998	354	0.5	1.43	1	35.48	57.73	0	3.2	3.66	72.8	2.1	1.25
1998	354	1	1.39	1	50.79	-0.61	0	2.6	3.64	79.41	1.5	0.93
1998	354	1.5	0.57	1	64.52	9.72	0	2.8	3.62	77.7	1.7	1.11
1998	354	2	1.23	1	35.8	-20.25	0	2.8	3.6	78.28	1.6	1
1998	354	2.5	1.16	1	40.35	-32.58	0	2.6	3.59	80.72	1.4	0.85
1998	354	3	0.67	1	51.31	-30.28	0	2.3	3.57	83.48	1.2	0.92
1998	354	3.5	-4.57	1	18.19	-19.48	0	1.8	3.55	88.6	0.8	0.84
1998	354	4	0.43	1	9.35	-17.42	0	1.8	3.52	89.4	0.7	0.82
1998	354	4.5	-9999	2	18.61	-17.35	0	1.3	3.5	90.48	0.6	0.91
1998	354	5	-0.32	1	-9999	-28.26	0	0.6	3.46	91.55	0.5	0.45
1998	354	5.5	2.21	1	14.24	-22.52	0	1	3.4	91.04	0.6	0.46
1998	354	6	1.4	1	-0.84	-48.47	0	1.4	3.35	90.23	0.7	0.53
1998	354	6.5	0.13	1	9.97	-26.88	0	1.6	3.33	88.3	0.8	0.65
1998	354	7	0.71	1	10.37	-29.03	0	1.6	3.31	87.7	0.8	0.65
1998	354	7.5	1.08	1	16.54	-34.74	0	1.6	3.29	87.15	0.9	0.69
1998	354	8	0.23	1	44.63	-40.19	0	1.6	3.27	86.1	1	0.69
1998	354	8.5	1.15	1	43.63	-42.49	3.81	1.7	3.25	86.06	1	0.64
1998	354	9	1.91	1	18.56	-30.69	16.43	1.8	3.23	84.62	1.1	0.68
1998	354	9.5	-0.22	1	50.41	-52.08	32.79	1.8	3.22	84.85	1.1	0.58
1998	354	10	-1.25	1	48.06	-32.06	45.46	1.9	3.2	84.1	1.1	0.58
1998	354	10.5	-2.98	1	62.34	-28.54	102.24	2.2	3.19	83.13	1.2	0.72
1998	354	11	-5.35	1	52.93	-15.64	66.72	2.3	3.19	82.39	1.3	0.74
1998	354	11.5	-2.5	1	58.17	-7.34	76.38	2.4	3.2	81.4	1.4	0.7
1998	354	12	-3.87	1	68.39	-0.75	82.74	2.5	3.21	81.19	1.4	0.76
1998	354	12.5	-2.02	1	75.56	39.43	64.01	2.1	3.22	85.09	1.1	0.81
1998	354	13	-0.76	1	30.93	-15.48	38.26	1.9	3.23	86.19	1	0.59
1998	354	13.5	-1.16	1	13	5.67	22.76	1	3.23	90.01	0.7	0.44
1998	354	14	-0.05	1	6.74	6.76	35.22	1.2	3.21	90.63	0.6	0.45
1998	354	14.5	-0.21	1	36.21	-14.04	15.1	0.7	3.18	91.41	0.6	0.66
1998	354	15	-1.48	1	34.64	-22.21	21.84	0	3.13	92.34	0.5	0.64
1998	354	15.5	0.46	1	10.78	-20.54	0	0	3.06	91.02	0.6	0.53
1998	354	16	1.18	1	23.96	-28.59	0	0.2	2.99	89.37	0.7	0.53
1998	354	16.5	1.3	1	5.75	-31.9	0	0.2	2.95	88.46	0.7	0.52
1998	354	17	2.28	1	-4.07	-24.84	0	0.3	2.91	87.35	0.8	0.47
1998	354	17.5	1.92	1	2.05	-28.65	0	0.3	2.88	88.5	0.7	0.48
1998	354	18	1.9	1	4.15	-12.99	0	0.2	2.85	89.92	0.6	0.39
1998	354	18.5	1.57	1	3.99	-14.85	0	0.3	2.83	89.94	0.6	0.42
1998	354	19	1.12	1	0.87	-14.96	0	0.2	2.81	90.15	0.6	0.41
1998	354	19.5	1.58	1	2.35	-24	0	0.1	2.79	90.47	0.6	0.47
1998	354	20	2.83	1	9.45	-12.1	0	0	2.77	90.18	0.6	0.58
1998	354	20.5	-1.22	1	9.57	-24.9	0	-0.1	2.74	89.33	0.6	0.54
1998	354	21	2.52	1	28.91	-9999	0	-0.3	2.71	89.28	0.6	0.63
1998	354	21.5	2.07	1	26.07	-9999	0	-0.8	2.68	96.9	0.2	0.65
1998	354	22	0.77	1	3.38	-9999	0	-1.1	2.63	96.28	0.2	0.62
1998	354	22.5	1.56	1	-1.84	-9999	0	-1.3	2.57	88.96	0.6	0.52
1998	354	23	0.42	1	17.03	-9999	0	-1.5	2.51	88.64	0.6	0.64
1998	354	23.5	1.7	1	5.71	-9999	0	-1.6	2.45	89.27	0.6	0.54
1998	355	0	1.25	1	5.35	-55.19	0	-1.7	2.4	89.38	0.6	0.58
1998	355	0.5	1.33	1	8.92	-9999	0	-1.8	2.35	88.72	0.6	0.62
1998	355	1	0.87	1	9.01	-47.89	0	-1.9	2.3	90.37	0.5	0.62
1998	355	1.5	0.13	1	7.98	-50.75	0	-1.9	2.26	89.84	0.5	0.6
1998	355	2	2.3	1	19.36	-48.18	0	-1.9	2.22	88.96	0.6	0.58
1998	355	2.5	1.08	1	19.22	-9999	0	-1.9	2.19	88.64	0.6	0.73
1998	355	3	0.35	1	6.44	-53.39	0	-1.9	2.15	88.33	0.6	0.58
1998	355	3.5	0.85	1	7.97	-48.02	0	-2	2.12	89.02	0.6	0.56
1998	355	4	1.44	1	24	-9999	0	-2.2	2.08	88.81	0.6	0.64
1998	355	4.5	1.31	1	2.61	-86.82	0	-2.3	2.04	88.32	0.6	0.62
1998	355	5	1.1	1	9.92	-72.53	0	-2.1	2	88.2	0.6	0.58
1998	355	5.5	0.92	1	2.33	-66.74	0	-2.1	1.97	89.54	0.6	0.56
1998	355	6	1.27	1	2.96	-89.02	0	-2.1	1.94	90.26	0.5	0.66
1998	355	6.5	0.82	1	1.11	-9999	0	-2	1.91	89.48	0.6	0.65
1998	355	7	0.75	1	-0.01	-9999	0	-1.9	1.88	88.9	0.6	0.61
1998	355	7.5	0.56	1	2.8	-9999	0	-1.8	1.85	88.81	0.6	0.59
1998	355	8	0.44	1	9.87	-63.44	0	-1.8	1.83	88.88	0.6	0.66
1998	355	8.5	0.12	1	7.45	-9999	1.29	-1.7	1.81	89.26	0.6	0.58
1998	355	9	-9999	2	57.46	-9999	9.29	-1.6	1.79	88.57	0.6	0.9
